book_id,author_id,book_genre,reader_id,num_pages,book_rating,publisher_id,publish_year,book_price,text_lang
2859,60,2,12212,519,10,8,2003,120,2
2541,2,5,29820,182,7,3,2002,75,6
501,346,2,23842,650,9,32,2006,107,2
2528,407,9,25349,532,10,34,2003,92,7
2205,53,4,22084,512,6,21,2004,168,3
1949,60,2,21785,381,9,22,2004,32,4
830,100,10,15991,512,3,12,2017,167,4
2825,447,2,25778,228,6,25,2010,130,7
777,294,9,15540,248,6,40,2021,19,7
1726,379,2,19634,270,2,46,2013,143,1
1390,191,4,26526,558,9,17,2007,181,2
73,117,7,20738,159,6,16,2013,86,5
2256,62,8,6444,468,7,49,2019,148,6
1887,59,8,29237,146,10,24,2012,31,1
2921,292,1,21520,249,10,41,2001,51,5
864,328,8,19139,695,4,48,2020,96,3
952,280,7,11433,117,8,32,2016,8,2
2432,385,5,15761,383,9,18,2020,173,6
2153,432,6,7924,578,4,39,2005,73,2
2429,315,7,25862,560,4,29,2003,157,5
1902,324,7,15170,142,2,16,2018,5,6
1242,272,8,13036,490,5,18,2021,116,2
938,196,8,25690,234,8,19,2004,162,1
2074,101,4,8122,346,2,25,2016,127,2
866,429,7,3340,469,10,24,2009,69,3
111,435,6,28235,578,1,44,2018,197,7
1831,273,4,15780,492,10,3,2009,111,2
1229,59,9,10681,537,8,27,2008,44,7
240,281,4,19294,363,7,49,2018,89,3
2203,360,6,13193,302,5,3,2004,60,3
44,73,5,16790,343,1,42,2015,186,5
2095,373,1,27681,424,8,16,2001,85,4
585,132,8,23682,166,7,1,2015,193,1
1119,145,9,1991,281,4,50,2014,167,6
1411,404,1,21338,294,1,36,2013,84,7
510,142,10,22910,124,6,23,2009,83,3
132,120,10,9751,685,6,30,2007,17,2
1767,276,10,28832,244,4,10,2015,52,6
487,118,1,8028,387,5,26,2003,92,4
1324,343,10,27170,246,4,26,2012,176,7
296,70,9,7895,190,1,21,2017,42,2
1488,187,10,15354,396,10,48,2011,137,2
2116,329,5,3466,495,8,47,2007,67,3
709,264,8,29911,695,7,47,2019,144,6
2902,90,6,4597,385,8,18,2006,139,6
1128,129,8,6006,699,8,25,2005,4,7
912,206,10,25389,157,7,25,2005,193,3
2310,151,3,774,590,4,29,2005,178,2
1915,236,5,27303,630,7,2,2021,90,1
685,61,6,28470,86,4,34,2020,75,6
46,43,9,19417,537,9,9,2021,155,3
1226,204,2,21063,566,6,19,2014,94,1
2379,60,1,2832,112,3,40,2003,49,3
1534,252,5,21948,643,8,31,2021,200,1
2328,232,4,23238,80,3,28,2004,174,6
2473,340,4,22646,471,7,26,2012,123,6
81,423,6,13480,75,5,43,2014,89,5
2638,39,7,23995,634,2,47,2021,110,7
2367,88,3,1013,88,10,26,2019,75,7
1793,317,4,1256,279,7,40,2008,103,7
2760,120,5,19416,646,9,9,2003,128,5
1434,164,4,16065,654,8,50,2009,170,4
616,32,10,15929,644,3,46,2006,88,7
381,428,5,28696,653,5,4,2018,84,1
639,410,9,24741,699,9,37,2011,20,2
2055,312,7,25324,592,9,28,2001,3,5
2841,196,6,27934,195,3,17,2002,49,6
1601,8,8,5959,242,4,33,2017,150,3
11,197,7,6207,200,6,3,2000,179,4
169,170,4,5711,533,5,39,2000,58,1
282,55,1,13084,587,2,19,2014,185,6
948,23,8,17433,221,8,35,2021,15,1
778,285,4,24638,213,2,49,2009,45,6
2827,23,8,21587,94,6,14,2018,144,3
1289,304,7,21109,640,9,29,2015,95,6
2416,129,9,20257,362,2,4,2002,28,7
967,328,6,20254,166,9,39,2013,43,6
649,212,7,20447,244,3,4,2019,80,5
1650,284,5,12831,136,9,47,2011,199,5
1296,355,2,27328,554,10,12,2003,85,7
363,36,7,25645,420,2,38,2006,85,3
1688,346,1,14802,311,4,1,2012,193,2
2989,196,10,28382,327,5,12,2012,128,4
80,101,4,13321,335,10,16,2015,65,7
1318,268,3,62,450,10,19,2007,178,4
2206,327,4,15970,626,7,10,2008,147,5
1800,270,4,3795,411,5,20,2009,86,3
2304,82,1,2935,591,7,33,2002,150,1
1456,94,9,10663,174,1,37,2000,30,5
1153,364,5,26693,547,7,13,2016,35,6
541,321,6,12043,377,8,31,2012,139,1
236,42,2,3362,574,7,39,2018,177,6
2656,14,9,22580,329,7,3,2018,162,4
1021,103,4,18360,678,2,10,2008,102,4
1278,90,8,10619,462,8,35,2007,13,6
2792,411,3,20910,686,2,20,2015,115,5
2966,362,1,17326,592,3,24,2003,156,1
2256,45,5,17297,226,1,22,2021,148,4
613,342,7,28345,624,4,45,2021,189,1
192,357,3,9658,183,10,41,2002,19,4
2782,50,10,4222,593,8,9,2000,65,6
1593,58,8,28030,256,1,29,2019,22,4
1928,147,2,6926,563,2,35,2001,112,1
2879,67,1,20573,558,4,47,2013,93,3
390,85,4,9044,176,8,33,2013,69,4
2387,416,2,19504,285,3,24,2008,185,3
1786,305,4,7021,93,10,16,2014,11,7
151,380,2,24861,277,9,40,2006,84,7
10,253,5,10487,629,7,43,2017,79,7
2230,99,3,9898,183,9,47,2019,29,6
1053,204,6,10277,636,9,7,2014,133,6
1654,260,9,26951,336,4,49,2003,94,7
2362,333,1,27434,686,4,30,2015,14,7
1369,36,9,18434,367,8,24,2006,91,5
879,44,4,7567,629,9,9,2007,108,1
2397,191,1,28897,389,9,8,2001,136,4
1723,276,10,17047,276,2,42,2014,136,1
743,189,2,12096,265,6,50,2020,97,1
533,435,1,25014,568,6,4,2011,160,5
2005,363,5,8342,656,6,48,2011,154,7
689,368,3,19929,318,1,7,2010,128,5
2234,398,1,1020,643,4,26,2016,200,3
2551,66,9,24653,309,10,21,2014,153,1
146,318,2,28147,353,2,1,2021,92,6
2882,149,7,5723,185,1,4,2015,163,3
2929,165,4,28191,102,2,10,2003,15,5
2799,42,1,26153,590,8,37,2016,165,7
448,81,4,13750,264,4,4,2009,70,1
1933,143,4,4431,527,8,14,2017,13,3
2479,357,3,6704,306,4,9,2019,174,1
2467,156,9,8933,672,4,37,2006,23,6
2031,275,6,33,295,8,17,2020,22,3
1590,190,6,116,391,9,26,2015,177,2
1802,88,9,13713,306,6,27,2003,2,6
2952,22,1,27130,676,1,32,2021,3,5
2659,416,10,2061,315,5,6,2018,3,4
2015,185,1,23192,188,8,5,2018,86,3
2733,389,3,10737,282,7,21,2016,45,7
210,65,3,4408,533,10,25,2000,40,7
358,88,3,29755,160,8,7,2009,134,5
182,361,8,5821,234,4,5,2021,184,6
605,363,5,24234,301,6,37,2019,89,7
398,129,10,13999,388,6,11,2010,23,5
237,279,7,6971,435,2,16,2007,57,6
2116,439,6,19407,184,4,1,2006,133,3
1551,47,5,27791,364,3,1,2002,75,1
443,42,7,10785,95,9,23,2017,118,5
2718,364,9,8657,426,5,8,2003,10,4
713,121,7,16819,365,5,50,2011,23,7
2935,319,1,15527,124,5,17,2014,56,7
333,311,9,8190,399,4,42,2008,112,4
2190,138,8,2050,114,10,19,2009,111,7
543,153,2,17844,167,8,10,2013,86,3
285,391,4,3933,328,6,26,2003,7,4
2627,192,7,6871,173,2,23,2014,4,3
2454,113,1,28014,164,9,41,2018,129,6
2012,400,3,25324,154,5,8,2007,196,4
1873,170,8,6704,292,6,1,2004,20,4
2352,34,6,4761,437,8,39,2007,29,7
902,147,2,27547,139,2,39,2021,190,4
1481,129,4,9796,548,8,12,2020,36,4
1003,157,4,9554,95,8,8,2001,78,2
1932,43,1,22140,662,6,37,2008,146,3
679,99,10,25850,332,3,30,2003,126,2
1965,225,4,22418,441,4,42,2002,88,1
63,208,5,21589,355,5,5,2008,119,2
1355,313,9,14773,272,9,15,2007,37,4
727,265,9,20423,373,2,35,2011,40,1
1989,375,3,28514,165,2,16,2011,32,4
2215,412,8,9666,158,1,11,2000,103,1
600,13,4,29503,179,7,27,2015,133,7
1379,9,8,18162,232,2,6,2009,73,2
1442,33,8,18579,514,8,18,2004,89,2
1497,436,9,3215,110,4,31,2004,102,3
1037,33,10,20371,334,8,39,2016,157,7
918,261,1,13764,82,8,24,2002,110,4
297,239,4,28819,87,5,36,2014,173,3
96,450,4,15999,430,9,18,2007,15,1
1744,427,6,11063,571,10,3,2008,127,2
1441,207,6,793,459,9,38,2007,139,3
2043,95,9,25575,171,7,28,2006,164,4
1171,116,4,27263,164,9,5,2016,116,3
2224,196,8,26249,561,9,22,2013,73,1
928,227,5,21178,350,7,28,2002,193,6
1065,278,4,29593,647,4,31,2020,87,5
2997,200,2,19140,170,10,40,2021,35,6
137,343,4,840,249,8,47,2006,114,3
185,177,2,22094,454,1,42,2007,114,3
1822,24,6,27898,622,1,8,2010,118,2
1492,327,9,10173,199,5,30,2009,154,2
1151,186,6,29274,409,10,35,2003,42,1
915,169,7,24618,499,3,27,2018,129,6
2628,425,9,25822,111,8,21,2016,96,4
2529,214,7,24698,471,8,22,2016,84,7
2926,180,6,5152,259,10,24,2020,118,6
2438,401,10,19331,448,8,47,2006,173,1
2487,95,3,7129,455,8,43,2021,69,6
1369,178,3,7114,352,4,45,2004,47,4
1251,230,9,14561,582,4,44,2004,119,5
167,34,9,9164,434,8,39,2010,79,2
2488,289,9,25363,442,1,42,2003,55,6
2991,331,6,26298,123,1,39,2003,185,3
1847,340,9,3709,84,1,4,2015,88,2
1226,438,6,20509,375,4,10,2010,94,4
347,394,4,6103,191,6,20,2013,192,3
2106,9,8,10614,270,8,1,2000,3,4
593,298,5,24466,451,5,11,2019,51,2
239,127,2,28849,496,4,5,2008,19,1
1670,73,3,21421,633,6,34,2015,3,7
971,177,8,6557,240,4,4,2005,144,6
1068,313,7,23056,633,6,29,2008,9,4
969,71,3,19583,672,2,18,2010,163,4
183,426,7,22218,102,6,40,2020,33,7
1048,37,3,10154,660,7,6,2011,119,1
512,414,7,13285,114,5,44,2000,106,3
643,63,8,18529,565,6,12,2015,200,4
321,96,6,28847,205,5,46,2020,117,3
486,37,10,17221,431,10,37,2021,114,5
2707,428,5,7607,695,2,5,2003,52,5
574,199,6,12270,226,5,1,2019,188,5
947,208,9,3250,601,4,12,2001,154,4
1037,107,6,9366,630,9,26,2006,199,7
172,369,2,1286,271,9,11,2010,107,1
1891,383,6,11901,328,10,48,2003,169,4
2013,158,8,16566,321,4,47,2009,194,4
1386,105,5,15953,240,1,40,2001,162,1
2447,201,8,27935,171,5,39,2014,61,6
484,312,6,18126,467,4,28,2018,134,5
711,171,7,3294,618,6,34,2002,49,7
1330,303,8,27555,573,10,4,2014,53,6
40,182,1,19970,101,1,32,2007,172,1
1146,320,8,13182,407,1,50,2018,47,7
2692,87,6,16055,160,2,49,2007,132,4
1795,401,10,5480,598,2,13,2010,145,7
1968,63,7,25449,636,1,31,2000,138,3
2062,337,4,27015,154,10,26,2016,193,5
207,148,6,19105,576,4,5,2018,179,1
940,355,2,10611,631,3,7,2018,144,1
921,437,6,949,488,10,40,2020,10,7
891,212,1,3650,306,9,18,2008,114,6
1299,136,8,18230,240,7,27,2021,32,7
1701,139,6,8884,323,5,22,2017,87,6
834,372,10,28700,181,6,44,2016,14,1
2508,303,10,4302,281,1,39,2006,150,5
2399,390,1,594,326,6,32,2004,127,2
2939,76,5,21509,350,10,32,2017,85,3
2208,217,1,3542,226,7,15,2013,64,7
293,205,4,26478,387,4,13,2009,15,1
1444,444,9,13496,467,8,16,2009,180,2
13,284,6,7489,588,1,35,2012,144,2
99,378,7,27060,577,5,49,2015,44,7
1360,160,8,6439,183,6,17,2017,133,3
697,142,10,11465,517,1,45,2013,88,2
495,362,5,23222,149,4,28,2015,89,3
2716,36,8,29230,697,3,28,2009,177,1
2782,396,8,28299,588,2,20,2019,12,4
2533,138,9,18659,584,2,8,2011,47,1
2480,174,4,8175,90,9,42,2000,10,1
1024,397,7,28594,162,1,12,2020,19,3
2067,448,2,19269,435,9,3,2010,183,5
1904,32,4,2211,372,6,41,2003,198,4
2148,420,9,6179,572,8,37,2015,83,3
2777,348,4,8421,422,8,14,2010,22,5
37,355,10,16836,201,7,18,2005,161,3
1445,284,5,19083,287,1,47,2012,5,1
1958,15,8,17177,441,8,47,2019,151,1
2077,149,10,13548,320,10,31,2005,142,4
2031,38,4,22124,375,3,40,2007,184,4
394,134,9,9303,404,7,16,2005,148,2
2695,449,2,21031,361,2,15,2021,190,1
1051,139,10,6034,183,4,47,2006,197,2
595,35,10,22940,276,2,15,2012,77,4
2398,127,1,12095,354,10,37,2021,150,4
463,258,8,11342,102,10,16,2005,107,5
822,51,10,18361,152,2,16,2005,133,2
427,328,1,10407,556,5,28,2012,132,7
967,309,7,21476,522,2,31,2019,28,2
2841,377,7,22315,95,6,25,2005,44,4
290,49,1,25756,84,6,8,2010,156,7
2685,295,5,27878,369,5,32,2001,24,2
2051,367,1,2085,160,7,43,2011,152,5
2341,295,9,28000,666,4,9,2005,16,2
780,166,6,21122,499,7,42,2006,104,4
2202,294,10,17594,690,2,46,2010,184,5
252,111,4,25202,632,4,21,2004,66,7
1504,122,2,11664,410,8,37,2006,190,2
1055,445,2,1520,278,4,26,2014,37,5
276,424,7,4687,263,5,26,2017,184,3
1686,176,8,2318,526,6,3,2016,75,2
678,387,6,15977,529,2,19,2006,21,3
630,84,9,28457,396,8,23,2001,158,2
1773,302,9,13532,268,7,27,2001,49,2
1257,300,9,9617,476,5,9,2016,80,5
2028,112,4,20860,270,8,41,2002,39,4
2954,125,5,28527,319,1,36,2011,138,3
650,373,10,2704,432,6,38,2001,127,4
2696,12,7,9397,450,4,32,2012,153,2
435,253,5,27914,368,10,38,2007,193,3
885,400,9,13092,90,3,36,2012,56,7
302,215,2,1001,333,10,14,2008,195,7
2688,206,7,24661,270,6,40,2014,86,7
1872,223,7,25339,112,2,31,2005,118,3
2972,301,8,24266,473,7,44,2001,101,4
1121,168,8,15500,122,5,27,2018,112,1
2140,195,6,20225,97,3,5,2019,197,1
2220,200,8,17471,459,6,10,2004,199,4
388,150,10,10183,316,6,40,2008,107,6
922,437,9,18207,273,8,19,2019,65,5
2861,423,8,28502,79,1,31,2015,151,2
1279,363,1,27491,297,9,23,2004,160,1
469,102,5,24099,303,8,7,2007,187,7
1037,94,10,7255,614,5,33,2020,20,6
1953,72,6,19027,645,5,43,2014,123,4
2147,62,10,12893,231,8,4,2000,4,6
357,327,4,22162,384,4,45,2005,76,7
1543,162,4,7981,218,1,45,2002,151,6
2028,66,3,5156,692,7,12,2019,76,5
2024,255,9,29969,261,8,18,2003,150,7
2898,121,5,17558,99,9,27,2013,94,1
2106,180,5,20221,397,8,37,2006,86,2
2367,317,8,24516,446,8,17,2005,181,6
2591,54,3,20217,236,5,22,2005,177,5
2994,256,4,17016,112,2,9,2010,56,3
2539,72,6,25405,387,10,3,2002,179,2
206,238,1,14262,573,2,42,2011,121,5
2956,261,5,13266,365,6,16,2003,142,6
473,171,1,29175,494,5,3,2003,117,1
2800,305,1,3034,289,5,20,2011,42,5
2461,278,1,7716,142,1,44,2016,19,4
2063,141,3,2867,468,6,44,2011,24,4
1247,187,3,18899,307,7,15,2014,92,3
2153,345,7,4332,695,4,29,2000,198,2
1086,74,9,21610,338,6,49,2014,73,1
1791,336,4,7613,414,2,26,2003,134,5
2462,281,3,5078,664,1,31,2005,35,2
1506,186,3,20902,243,6,45,2001,110,6
1140,293,4,15037,686,5,13,2009,9,4
1255,266,2,725,335,6,16,2010,158,6
96,312,1,10921,367,7,11,2018,180,3
505,236,8,2806,606,3,3,2016,42,5
2014,223,2,7573,347,9,41,2016,14,7
1512,23,4,7210,306,10,3,2009,53,7
2297,234,8,28286,454,7,35,2002,51,5
981,270,2,14823,443,10,10,2011,144,3
1258,201,10,27664,259,6,18,2021,26,1
2423,361,3,14343,130,9,22,2015,12,5
1194,246,6,4423,501,5,50,2021,138,1
2342,378,10,1454,638,10,36,2007,99,1
1968,64,5,18856,304,6,1,2005,180,6
1855,308,8,7247,657,7,21,2005,147,7
2227,56,5,5577,676,4,36,2014,160,3
625,356,4,6504,444,5,45,2010,57,3
1492,331,6,29445,189,4,27,2008,67,6
374,186,5,23945,449,10,33,2003,22,6
747,138,8,5606,446,7,15,2004,9,1
1465,161,8,16672,624,7,28,2012,118,1
616,286,5,4470,682,1,38,2019,44,6
984,321,3,19015,164,8,44,2011,112,7
483,279,4,10508,343,6,34,2007,124,5
2937,330,1,8197,340,6,17,2015,116,4
222,105,5,27352,429,9,36,2018,150,7
378,224,5,28855,694,6,29,2015,134,4
2193,203,7,10110,504,3,38,2021,6,4
2565,230,6,25062,283,3,29,2019,66,6
1249,429,6,8504,80,2,23,2001,193,2
2637,222,5,24173,677,9,9,2008,132,5
2663,443,4,17618,432,4,9,2014,38,6
188,361,2,21766,221,2,48,2021,37,6
2876,179,4,3836,275,4,24,2004,94,5
1776,24,6,21975,561,6,8,2012,36,1
1079,298,6,25479,128,6,48,2002,150,3
2118,401,10,22202,544,10,23,2018,57,1
187,386,7,10406,684,3,28,2000,88,5
1670,57,10,26116,448,9,26,2009,133,1
982,337,3,11144,387,4,29,2020,37,3
1081,236,10,15710,147,2,15,2016,14,4
970,114,1,12332,510,1,29,2019,100,7
2165,379,1,558,363,6,7,2006,80,5
2075,233,3,5881,678,2,47,2007,45,2
339,233,10,28227,242,6,8,2016,74,5
121,315,1,18514,569,1,37,2002,125,7
2315,380,5,3881,250,8,6,2014,133,1
1069,274,9,8425,195,1,23,2005,91,4
2948,99,3,23663,346,10,47,2000,29,1
1460,185,3,22334,211,5,15,2006,138,3
2363,448,4,14945,370,7,32,2015,170,5
68,239,1,350,107,6,19,2015,155,4
1769,151,2,27958,382,1,42,2015,41,1
1956,357,6,4105,519,10,30,2006,135,7
2602,362,1,18337,441,5,49,2015,83,6
2097,446,4,21825,599,6,45,2016,149,4
698,397,5,14374,593,2,22,2019,74,3
2730,328,10,21805,349,10,40,2020,168,2
2572,260,6,26382,343,5,12,2013,44,3
1975,69,6,11042,211,10,50,2019,186,6
2136,77,5,27816,606,10,23,2013,35,7
1318,188,3,932,616,1,14,2020,59,7
58,329,6,5315,686,10,35,2016,174,7
66,345,6,10779,398,3,7,2021,16,7
947,3,10,1458,441,2,39,2009,92,1
1384,277,2,25404,214,10,29,2006,47,5
591,364,5,21085,504,3,35,2013,63,3
2794,117,5,963,221,7,7,2002,7,5
1655,436,5,22730,571,1,5,2019,145,1
1885,448,6,7038,354,10,33,2011,35,5
2228,420,7,13708,696,3,2,2013,151,1
2086,187,5,12293,509,5,32,2014,74,7
1197,314,10,21188,452,6,26,2009,167,5
889,320,1,21474,462,4,15,2016,192,2
862,419,5,24009,466,9,37,2016,121,6
231,137,7,5821,251,3,22,2005,29,1
2169,38,5,3886,658,1,47,2000,88,5
2165,134,3,9138,595,1,2,2021,16,2
2448,216,4,16343,607,2,13,2009,36,6
2200,202,6,27305,590,5,42,2004,190,6
14,87,2,24125,333,6,2,2008,131,7
2579,166,4,23934,661,2,6,2004,65,5
2645,345,7,4465,362,7,49,2015,42,3
1982,297,3,1739,678,3,33,2020,109,3
774,156,5,18731,575,7,28,2004,37,1
1994,446,7,19934,298,2,25,2014,61,2
1224,8,5,18639,274,3,11,2009,136,3
2659,97,6,12893,187,8,18,2014,116,4
918,424,10,23813,594,5,17,2014,4,1
1050,360,6,10196,182,10,33,2001,193,4
2207,35,3,9229,617,7,1,2017,128,6
731,132,10,12350,276,10,47,2016,67,2
1238,427,3,20458,246,10,9,2013,79,6
2983,53,5,662,583,3,16,2021,88,3
1617,228,6,2673,606,4,14,2003,176,4
732,326,8,20725,695,2,47,2002,96,6
2189,187,3,26821,411,4,21,2004,100,6
50,153,4,18418,418,2,25,2002,195,2
1687,256,10,22152,82,5,37,2008,122,5
2509,143,6,15904,650,2,43,2012,41,3
232,204,9,1708,687,6,19,2006,134,1
2414,116,4,13973,700,2,46,2008,96,2
1489,354,1,28662,315,3,9,2019,193,1
2152,98,6,27685,124,1,43,2000,141,5
1814,175,6,21021,284,8,48,2021,45,6
2014,432,3,161,370,3,26,2011,161,6
792,56,8,20353,314,8,39,2006,87,4
1735,94,8,19758,467,5,1,2013,193,7
1974,46,9,22149,348,6,19,2007,139,2
2554,383,5,14735,108,10,11,2012,189,5
2348,345,10,27123,370,1,34,2015,1,3
2758,125,10,23423,342,6,33,2013,198,4
2978,108,5,28890,621,6,49,2018,100,2
864,184,7,4123,634,4,33,2020,124,5
1863,152,7,21421,633,2,11,2002,89,5
2299,308,6,21186,130,3,40,2011,78,7
2427,33,3,6960,420,1,21,2005,196,4
2073,167,5,6139,282,5,28,2019,59,4
329,278,5,8106,596,4,27,2002,74,4
1463,230,2,22379,675,4,21,2001,111,2
2395,309,9,13154,662,7,46,2015,63,3
2958,200,1,29621,585,5,10,2016,71,4
1997,441,3,8131,469,9,30,2010,103,2
1801,410,2,23781,381,3,25,2018,3,4
981,418,10,13542,215,5,30,2003,183,2
499,344,8,29299,650,5,37,2011,121,2
591,149,4,2056,592,9,22,2019,66,2
2582,352,8,15386,671,2,44,2010,61,6
2248,46,5,2605,454,4,22,2010,142,5
2687,282,5,23071,120,1,8,2016,64,1
2226,230,3,13960,654,1,24,2012,115,6
2604,362,7,5978,271,8,31,2020,14,3
1218,254,10,6882,478,10,46,2017,180,5
532,307,8,2418,681,2,27,2016,108,2
724,190,5,10860,168,4,11,2005,4,2
2635,443,4,1374,558,3,27,2011,28,2
2556,275,7,18183,598,8,31,2018,12,5
1759,340,9,19688,561,2,1,2003,81,3
2562,444,1,2792,96,10,19,2014,185,3
2258,171,7,11922,386,7,27,2007,37,7
2797,418,6,9378,656,5,38,2005,80,1
892,12,2,24970,247,3,47,2007,33,2
2726,221,7,18206,416,5,42,2001,112,2
1197,184,3,4618,437,9,32,2012,65,7
679,95,10,1144,455,7,47,2010,120,6
2144,387,8,15561,552,9,27,2002,74,5
2947,316,4,14399,554,9,12,2018,133,6
1583,265,7,20930,352,3,1,2003,25,1
1259,415,1,6160,299,7,29,2008,134,4
2151,219,10,22979,210,4,42,2006,188,3
502,93,8,16766,449,4,17,2009,102,6
697,436,2,22098,252,6,37,2011,99,4
1681,377,2,26420,176,4,21,2019,163,7
570,76,7,24175,300,9,5,2020,84,6
2992,96,2,17932,691,6,4,2021,154,4
839,77,7,16737,643,4,23,2014,49,7
255,365,2,17537,264,6,3,2015,168,5
1322,95,9,3842,93,3,43,2021,140,4
1811,216,4,14016,478,7,4,2020,88,5
2861,227,3,23837,84,3,22,2005,137,4
849,318,9,16129,295,1,19,2002,148,2
513,373,9,21489,83,1,34,2020,190,5
661,242,5,17447,532,8,34,2002,166,7
307,256,4,23193,367,9,17,2021,138,1
1341,83,7,4692,619,7,38,2016,74,6
2186,159,9,1786,175,9,47,2004,61,7
229,224,8,16005,284,2,34,2011,107,1
2989,267,8,8721,591,10,40,2017,116,3
443,312,5,26130,473,8,30,2010,102,3
1237,70,1,2003,473,7,31,2018,140,3
1143,43,4,9703,385,8,3,2015,53,1
2282,121,6,24284,576,1,40,2002,173,7
1904,72,6,19218,125,5,38,2010,149,6
1901,64,4,11289,118,1,41,2001,48,3
2741,109,4,14068,465,10,19,2020,189,6
2218,26,1,6182,189,5,6,2011,70,5
431,362,1,28368,292,9,11,2012,1,6
2776,399,7,22402,540,1,26,2004,26,6
2655,146,2,27795,93,7,50,2018,86,1
2786,247,5,28272,359,10,22,2014,23,7
617,66,6,321,470,8,34,2013,155,2
1717,404,9,24422,163,10,34,2012,5,5
1579,333,1,24208,480,7,3,2011,119,2
1704,40,6,8974,220,9,31,2000,18,7
428,203,2,22098,268,3,26,2001,117,4
2526,253,9,27131,571,1,18,2018,59,2
1951,105,2,2290,671,8,44,2005,169,2
1517,116,4,15946,516,4,17,2006,48,1
1032,364,4,15499,193,9,33,2002,36,2
100,348,10,8558,102,6,45,2006,9,6
843,254,8,4006,502,1,44,2005,87,4
2218,30,9,5207,613,2,34,2020,142,3
2082,65,1,12354,204,7,16,2020,90,5
2537,312,4,15516,383,6,24,2011,37,5
404,104,9,7687,203,4,16,2012,152,4
1525,410,1,14510,403,5,31,2012,157,4
2025,383,5,27657,260,5,9,2005,125,6
2322,331,4,24882,115,2,42,2013,193,5
1635,31,10,7514,423,10,30,2018,154,6
2473,422,9,980,676,7,34,2002,194,1
305,203,4,15977,401,1,10,2006,96,2
2519,260,5,8370,652,7,23,2006,97,1
2985,362,10,408,475,9,25,2013,145,7
837,76,8,26206,456,10,14,2007,114,4
1242,37,10,27035,98,10,23,2019,145,7
1372,246,10,6781,92,8,48,2018,86,7
1374,90,7,2274,490,9,47,2010,114,6
202,164,4,28184,221,6,23,2000,102,1
2149,155,8,20920,115,9,41,2002,43,6
2809,149,3,6338,162,7,24,2021,118,3
1566,223,6,6195,506,4,18,2018,21,1
2041,176,6,16464,391,9,14,2018,77,5
395,268,3,27175,370,5,5,2019,28,7
278,110,6,21410,686,1,6,2015,199,1
956,113,5,26712,693,3,8,2017,169,5
2787,359,1,9382,490,2,33,2008,73,6
1444,87,8,2404,682,10,37,2019,37,1
2016,345,1,4493,620,10,24,2017,42,7
525,190,10,8559,316,8,6,2005,127,3
1120,402,4,6638,598,3,3,2021,118,3
253,129,7,15594,693,6,34,2013,89,6
29,157,2,2709,367,3,40,2020,26,1
279,425,8,24256,256,3,6,2008,3,2
224,285,8,11848,670,6,25,2007,92,3
69,24,4,29876,461,1,31,2002,122,4
1494,91,1,28748,347,9,28,2008,3,7
541,368,8,5334,553,2,3,2008,100,4
243,84,4,26152,479,3,16,2013,109,5
73,415,2,17122,342,10,19,2000,124,3
486,346,1,6344,238,7,38,2004,90,5
102,366,5,13235,519,1,42,2008,14,4
888,29,6,8650,136,8,25,2014,17,5
1310,6,6,29600,594,9,8,2012,199,7
776,298,8,27979,551,2,32,2014,58,6
8,136,8,9835,157,3,48,2010,29,2
1891,191,3,16131,683,3,41,2011,168,6
974,432,6,26344,551,5,15,2011,82,7
2819,176,4,2701,192,9,45,2000,168,6
466,388,6,5415,228,7,32,2006,164,2
2719,193,1,1552,397,4,50,2013,107,1
356,83,5,19679,652,6,38,2009,92,7
2175,64,3,28800,621,6,30,2005,172,2
2449,437,6,4105,103,3,8,2008,23,2
1912,59,9,22285,338,4,22,2008,37,1
1321,403,6,11117,382,3,20,2020,140,1
1585,96,2,13401,478,7,31,2020,182,4
2510,281,8,11537,294,10,29,2019,120,1
2186,420,2,14699,128,7,7,2012,16,1
1251,54,1,7928,469,3,42,2021,103,2
1114,232,5,18462,500,4,14,2007,16,5
2053,377,2,7839,391,8,48,2007,96,3
169,244,2,25071,281,9,5,2002,115,5
300,204,7,14478,678,5,14,2006,161,5
2652,28,2,10534,150,8,50,2013,79,6
2553,363,9,19962,170,9,25,2013,62,2
116,264,1,10421,359,7,40,2004,189,5
2129,381,8,5958,184,8,30,2019,57,6
2170,268,6,26523,230,10,5,2000,132,5
2780,253,9,17428,146,10,21,2017,124,1
2883,173,4,20149,541,3,26,2018,7,2
512,330,7,18245,358,9,48,2015,89,3
799,177,2,17772,684,6,45,2000,93,3
1722,150,6,10509,302,7,30,2009,64,3
898,74,5,14078,75,1,30,2018,50,1
823,337,1,10517,299,5,36,2004,14,2
1337,3,6,29553,591,3,27,2019,161,5
858,223,7,6819,122,7,41,2009,105,2
263,305,9,23733,230,1,44,2009,27,6
2024,334,10,29036,480,10,25,2018,188,5
2559,307,9,19845,665,6,15,2007,17,3
2357,387,4,23070,393,10,44,2004,79,3
1058,203,3,22134,671,2,24,2006,162,3
369,291,7,26025,426,3,3,2006,20,6
471,383,9,17197,590,10,47,2015,90,6
1548,5,9,5189,367,6,14,2009,174,6
1740,53,1,18582,481,4,8,2018,52,2
1858,83,5,22773,476,8,14,2012,159,5
647,434,3,23792,214,8,33,2020,116,4
2072,112,6,28972,288,10,8,2012,86,5
1211,118,9,26336,390,8,11,2009,196,3
1586,29,4,22000,669,10,50,2003,70,3
